"game_id","team_id","HoA","won","settled_in","head_coach","goals","shots","hits","pim","powerPlayOpportunities","powerPlayGoals","faceOffWinPercentage","giveaways","takeaways"
"2015030223","15","away",FALSE,"REG","Barry Trotz",2,49,58,6,4,0,50.7,8,4
"2015030223","5","home",TRUE,"REG","Mike Sullivan",3,23,25,8,3,0,49.3,5,11
"2015030224","15","away",FALSE,"OT","Barry Trotz",2,36,41,10,2,0,52.6,2,2
"2015030224","5","home",TRUE,"OT","Mike Sullivan",3,33,47,8,4,0,47.4,13,5
"2015030225","5","away",FALSE,"REG","Mike Sullivan",1,31,28,12,2,1,49.2,14,10
"2015030225","15","home",TRUE,"REG","Barry Trotz",3,19,26,6,5,2,50.8,13,11
"2015030226","15","away",FALSE,"OT","Barry Trotz",3,39,35,6,6,2,43.6,5,3
"2015030226","5","home",TRUE,"OT","Mike Sullivan",4,42,43,12,3,2,56.4,9,8
"2015030111","2","away",TRUE,"REG","Jack Capuano",5,26,40,8,2,1,51.5,10,2
"2015030111","13","home",FALSE,"REG","Gerard Gallant",4,46,39,6,3,1,48.5,8,4
"2015030112","2","away",FALSE,"REG","Jack Capuano",1,42,32,8,3,0,42.9,9,6
"2015030112","13","home",TRUE,"REG","Gerard Gallant",3,31,22,12,1,0,57.1,13,7
"2015030113","13","away",FALSE,"OT","Gerard Gallant",3,39,40,10,3,0,43.7,17,6
"2015030113","2","home",TRUE,"OT","Jack Capuano",4,39,48,8,4,2,56.3,24,15
"2015030114","13","away",TRUE,"REG","Gerard Gallant",2,29,32,8,4,1,40.7,7,14
"2015030114","2","home",FALSE,"REG","Jack Capuano",1,27,28,8,4,1,59.3,10,7
"2015030115","2","away",TRUE,"OT","Jack Capuano",2,42,65,2,5,1,45.3,24,18
"2015030115","13","home",FALSE,"OT","Gerard Gallant",1,48,34,10,1,0,54.7,16,19
"2015030116","13","away",FALSE,"OT","Gerard Gallant",1,42,41,6,3,0,45.8,24,18
"2015030116","2","home",TRUE,"OT","Jack Capuano",2,51,45,6,3,0,54.2,29,9
"2013030171","25","away",FALSE,"REG","Lindy Ruff",3,35,27,10,5,1,44.6,8,3
"2013030171","24","home",TRUE,"REG","Bruce Boudreau",4,35,28,10,5,2,55.4,13,4
"2013030172","25","away",FALSE,"REG","Lindy Ruff",2,36,28,6,6,1,50.8,10,3
"2013030172","24","home",TRUE,"REG","Bruce Boudreau",3,19,40,12,3,0,49.2,10,7
"2013030173","24","away",FALSE,"REG","Bruce Boudreau",0,37,30,32,5,0,38,7,4
"2013030173","25","home",TRUE,"REG","Lindy Ruff",3,22,34,26,3,0,62,15,8
"2013030174","24","away",FALSE,"REG","Bruce Boudreau",2,23,42,47,3,0,43.3,2,9
"2013030174","25","home",TRUE,"REG","Lindy Ruff",4,26,30,35,3,0,56.7,15,10
"2013030175","25","away",FALSE,"REG","Lindy Ruff",2,36,22,64,7,0,47.6,10,2
"2013030175","24","home",TRUE,"REG","Bruce Boudreau",6,23,40,57,6,4,52.4,8,6
"2013030176","24","away",TRUE,"OT","Bruce Boudreau",5,30,39,16,4,1,50.6,9,7
"2013030176","25","home",FALSE,"OT","Lindy Ruff",4,24,35,12,5,1,49.4,13,9
"2016030231","18","away",TRUE,"REG","Peter Laviolette",4,32,34,4,3,2,62.3,6,6
"2016030231","19","home",FALSE,"REG","Mike Yeo",3,30,36,8,1,0,37.7,4,7
"2016030232","18","away",FALSE,"REG","Peter Laviolette",2,24,33,23,0,0,45.5,3,4
"2016030232","19","home",TRUE,"REG","Mike Yeo",3,20,24,2,5,1,54.5,7,4
"2016030233","19","away",FALSE,"REG","Mike Yeo",1,23,30,12,1,0,38.1,6,7
"2016030233","18","home",TRUE,"REG","Peter Laviolette",3,34,34,8,3,0,61.9,20,5
"2016030234","19","away",FALSE,"REG","Mike Yeo",1,33,33,14,2,0,52.9,6,9
"2016030234","18","home",TRUE,"REG","Peter Laviolette",2,25,31,10,4,1,47.1,10,7
"2016030235","18","away",FALSE,"REG","Peter Laviolette",1,22,25,10,3,1,54.4,2,4
"2016030235","19","home",TRUE,"REG","Mike Yeo",2,32,31,6,5,0,45.6,2,6
"2016030236","19","away",FALSE,"REG","Mike Yeo",1,24,27,8,1,0,55.9,9,5
"2016030236","18","home",TRUE,"REG","Peter Laviolette",3,18,27,2,4,0,44.1,21,7
"2015030161","16","away",FALSE,"OT","Joel Quenneville",0,35,24,8,5,0,45.8,4,7
"2015030161","19","home",TRUE,"OT","Ken Hitchcock",1,18,41,10,4,0,54.2,4,8
"2015030162","16","away",TRUE,"REG","Joel Quenneville",3,29,25,6,3,1,56.2,2,3
"2015030162","19","home",FALSE,"REG","Ken Hitchcock",2,31,41,10,1,0,43.8,6,11
"2015030163","19","away",TRUE,"REG","Ken Hitchcock",3,36,40,12,3,2,50.6,9,5
"2015030163","16","home",FALSE,"REG","Joel Quenneville",2,46,36,10,4,1,49.4,12,5
"2015030164","19","away",TRUE,"REG","Ken Hitchcock",4,20,48,62,4,2,53.3,11,8
"2015030164","16","home",FALSE,"REG","Joel Quenneville",3,42,28,78,2,1,46.7,10,7
"2015030165","16","away",TRUE,"OT","Joel Quenneville",4,35,36,6,1,0,46.7,10,10
"2015030165","19","home",FALSE,"OT","Ken Hitchcock",3,46,39,2,3,1,53.3,4,5
"2015030166","19","away",FALSE,"REG","Ken Hitchcock",3,28,40,6,1,0,50.8,8,12
"2015030166","16","home",TRUE,"REG","Joel Quenneville",6,36,38,2,3,2,49.2,16,9
"2015030167","16","away",FALSE,"REG","Joel Quenneville",2,33,19,4,1,1,52.4,2,6
"2015030167","19","home",TRUE,"REG","Ken Hitchcock",3,26,34,2,2,0,47.6,5,9
"2014030221","15","away",TRUE,"REG","Barry Trotz",2,29,32,6,2,1,44.3,13,3
"2014030221","3","home",FALSE,"REG","Alain Vigneault",1,32,34,6,2,0,55.7,20,7
"2014030222","15","away",FALSE,"REG","Barry Trotz",2,32,38,8,1,0,53.4,12,5
"2014030222","3","home",TRUE,"REG","Alain Vigneault",3,35,30,2,4,1,46.6,13,7
"2014030223","3","away",FALSE,"REG","Alain Vigneault",0,30,31,4,2,0,31,15,7
"2014030223","15","home",TRUE,"REG","Barry Trotz",1,22,39,4,2,0,69,15,9
"2014030224","3","away",FALSE,"REG","Alain Vigneault",1,29,31,13,1,0,43.3,10,11
"2014030224","15","home",TRUE,"REG","Barry Trotz",2,30,37,23,1,0,56.7,14,7
"2014030225","15","away",FALSE,"OT","Barry Trotz",1,29,24,4,2,0,52.3,5,10
"2014030225","3","home",TRUE,"OT","Alain Vigneault",2,43,32,4,2,0,47.7,18,10
"2014030226","3","away",TRUE,"REG","Alain Vigneault",4,28,30,8,3,1,45.9,14,4
"2014030226","15","home",FALSE,"REG","Barry Trotz",3,45,36,6,4,0,54.1,14,6
"2014030227","15","away",FALSE,"OT","Barry Trotz",1,36,26,8,3,0,59.5,9,1
"2014030227","3","home",TRUE,"OT","Alain Vigneault",2,39,32,6,4,1,40.5,12,9
"2014030211","14","away",TRUE,"OT","Jon Cooper",2,35,32,6,4,0,38.2,10,5
"2014030211","8","home",FALSE,"OT","Michel Therrien",1,44,43,8,3,0,61.8,25,12
"2014030212","14","away",TRUE,"REG","Jon Cooper",6,24,21,13,8,4,45,12,1
"2014030212","8","home",FALSE,"REG","Michel Therrien",2,29,28,53,3,0,55,9,10
"2014030213","8","away",FALSE,"REG","Michel Therrien",1,31,24,6,2,0,51.7,9,6
"2014030213","14","home",TRUE,"REG","Jon Cooper",2,19,28,4,3,0,48.3,14,4
"2014030214","8","away",TRUE,"REG","Michel Therrien",6,40,29,8,3,1,51.5,3,5
"2014030214","14","home",FALSE,"REG","Jon Cooper",2,24,30,8,3,2,48.5,10,3
"2014030215","14","away",FALSE,"REG","Jon Cooper",1,25,44,22,0,0,47.4,15,4
"2014030215","8","home",TRUE,"REG","Michel Therrien",2,29,30,18,3,0,52.6,14,5
"2014030216","8","away",FALSE,"REG","Michel Therrien",1,19,22,4,2,0,41.9,14,2
"2014030216","14","home",TRUE,"REG","Jon Cooper",4,28,33,4,2,1,58.1,14,7
"2016030131","10","away",FALSE,"OT","Mike Babcock",2,37,47,6,1,0,53.5,10,3
"2016030131","15","home",TRUE,"OT","Barry Trotz",3,44,52,2,3,1,46.5,17,12
"2016030132","10","away",TRUE,"OT","Mike Babcock",4,51,50,12,5,1,61,17,7
"2016030132","15","home",FALSE,"OT","Barry Trotz",3,50,55,12,5,2,39,28,13
"2016030133","15","away",FALSE,"OT","Barry Trotz",3,26,31,12,3,0,51.7,10,7
"2016030133","10","home",TRUE,"OT","Mike Babcock",4,28,42,12,3,1,48.3,11,9
"2016030134","15","away",TRUE,"REG","Barry Trotz",5,27,31,8,1,1,52.5,9,9
"2016030134","10","home",FALSE,"REG","Mike Babcock",4,34,49,2,4,1,47.5,29,8
"2016030135","10","away",FALSE,"OT","Mike Babcock",1,25,23,10,4,0,45.5,13,10
"2016030135","15","home",TRUE,"OT","Barry Trotz",2,28,34,12,3,1,54.5,11,12
"2016030136","15","away",TRUE,"OT","Barry Trotz",2,36,38,4,2,0,36.1,15,9
"2016030136","10","home",FALSE,"OT","Mike Babcock",1,38,45,6,1,0,63.9,18,12
"2016030141","29","away",FALSE,"REG","John Tortorella",1,32,49,6,2,0,45.3,2,6
"2016030141","5","home",TRUE,"REG","Mike Sullivan",3,29,35,4,3,1,54.7,7,6
"2016030142","29","away",FALSE,"REG","John Tortorella",1,40,51,28,2,0,43.1,2,2
"2016030142","5","home",TRUE,"REG","Mike Sullivan",4,32,30,6,2,0,56.9,5,6
"2016030143","5","away",TRUE,"OT","Mike Sullivan",5,47,31,4,3,1,54.9,6,10
"2016030143","29","home",FALSE,"OT","John Tortorella",4,37,33,6,2,1,45.1,5,8
"2016030144","5","away",FALSE,"REG","Mike Sullivan",4,31,23,6,3,1,36.8,5,7
"2016030144","29","home",TRUE,"REG","John Tortorella",5,34,27,6,3,0,63.2,2,11
"2016030145","29","away",FALSE,"REG","John Tortorella",2,51,37,8,3,1,41.8,5,3
"2016030145","5","home",TRUE,"REG","Mike Sullivan",5,32,18,6,4,2,58.2,5,6
"2014030141","2","away",TRUE,"REG","Jack Capuano",4,27,36,4,2,0,37.1,5,9
"2014030141","15","home",FALSE,"REG","Barry Trotz",1,25,46,6,2,0,62.9,11,8
"2014030142","2","away",FALSE,"REG","Jack Capuano",3,21,38,2,1,0,49.1,14,4
"2014030142","15","home",TRUE,"REG","Barry Trotz",4,35,59,2,1,1,50.9,10,2
"2014030143","15","away",FALSE,"OT","Barry Trotz",1,25,43,6,3,0,50.8,10,5
"2014030143","2","home",TRUE,"OT","Jack Capuano",2,42,44,6,3,0,49.2,6,11
"2014030144","15","away",TRUE,"OT","Barry Trotz",2,30,38,8,1,0,50.8,13,12
"2014030144","2","home",FALSE,"OT","Jack Capuano",1,37,50,2,4,0,49.2,22,20
"2014030145","2","away",FALSE,"REG","Jack Capuano",1,23,49,31,2,0,36.7,9,5
"2014030145","15","home",TRUE,"REG","Barry Trotz",5,41,49,9,3,0,63.3,8,11
"2014030146","15","away",FALSE,"REG","Barry Trotz",1,39,32,14,3,1,54.8,12,14
"2014030146","2","home",TRUE,"REG","Jack Capuano",3,38,46,38,1,0,45.2,14,23
"2014030147","2","away",FALSE,"REG","Jack Capuano",1,11,54,0,1,0,39.6,11,4
"2014030147","15","home",TRUE,"REG","Barry Trotz",2,26,46,2,0,0,60.4,9,9
"2016030161","19","away",TRUE,"OT","Mike Yeo",2,26,18,6,4,0,41.2,6,6
"2016030161","30","home",FALSE,"OT","Bruce Boudreau",1,52,35,8,3,0,58.8,9,15
"2016030162","19","away",TRUE,"REG","Mike Yeo",2,22,21,8,2,0,37.1,3,5
"2016030162","30","home",FALSE,"REG","Bruce Boudreau",1,24,38,6,3,1,62.9,8,5
"2016030163","30","away",FALSE,"REG","Bruce Boudreau",1,41,29,8,4,0,58.3,3,7
"2016030163","19","home",TRUE,"REG","Mike Yeo",3,31,31,10,3,1,41.7,4,4
"2016030164","30","away",TRUE,"REG","Bruce Boudreau",2,28,28,6,2,0,50.8,2,6
"2016030164","19","home",FALSE,"REG","Mike Yeo",0,28,34,6,2,0,49.2,7,6
"2016030165","19","away",TRUE,"OT","Mike Yeo",4,27,12,14,4,0,44.9,3,4
"2016030165","30","home",FALSE,"OT","Bruce Boudreau",3,37,30,10,6,2,55.1,9,5
"2015030311","14","away",TRUE,"REG","Jon Cooper",3,20,40,11,2,1,39.7,4,6
"2015030311","5","home",FALSE,"REG","Mike Sullivan",1,35,31,6,4,1,60.3,9,4
"2015030312","14","away",FALSE,"OT","Jon Cooper",2,21,36,4,1,0,50,3,5
"2015030312","5","home",TRUE,"OT","Mike Sullivan",3,41,47,2,2,0,50,9,7
"2015030313","5","away",TRUE,"REG","Mike Sullivan",4,48,16,6,3,1,53.1,8,7
"2015030313","14","home",FALSE,"REG","Jon Cooper",2,28,30,20,1,0,46.9,11,7
"2015030314","5","away",FALSE,"REG","Mike Sullivan",3,38,29,12,4,1,51.6,10,2
"2015030314","14","home",TRUE,"REG","Jon Cooper",4,37,27,12,4,1,48.4,7,4
"2015030315","14","away",TRUE,"OT","Jon Cooper",4,25,37,8,3,0,45.6,1,5
"2015030315","5","home",FALSE,"OT","Mike Sullivan",3,34,43,8,3,0,54.4,9,6
"2015030316","5","away",TRUE,"REG","Mike Sullivan",5,34,18,2,3,1,44.3,7,8
"2015030316","14","home",FALSE,"REG","Jon Cooper",2,31,26,6,1,0,55.7,17,6
"2015030317","14","away",FALSE,"REG","Jon Cooper",1,17,39,12,1,0,41.5,5,2
"2015030317","5","home",TRUE,"REG","Mike Sullivan",2,39,30,6,5,0,58.5,8,10
"2016030221","5","away",TRUE,"REG","Mike Sullivan",3,21,17,2,2,0,54.4,11,9
"2016030221","15","home",FALSE,"REG","Barry Trotz",2,35,41,6,0,0,45.6,6,7
"2016030222","5","away",TRUE,"REG","Mike Sullivan",6,24,19,10,3,1,44.6,4,6
"2016030222","15","home",FALSE,"REG","Barry Trotz",2,36,37,16,5,1,55.4,13,9
"2016030223","15","away",TRUE,"OT","Barry Trotz",3,33,31,23,5,2,46.3,4,3
"2016030223","5","home",FALSE,"OT","Mike Sullivan",2,30,36,14,5,0,53.7,12,4
"2016030224","15","away",FALSE,"REG","Barry Trotz",2,38,30,14,4,0,44.8,4,5
"2016030224","5","home",TRUE,"REG","Mike Sullivan",3,19,40,12,5,1,55.2,5,10
"2016030225","5","away",FALSE,"REG","Mike Sullivan",2,22,15,6,2,1,60.7,12,3
"2016030225","15","home",TRUE,"REG","Barry Trotz",4,32,38,4,3,0,39.3,14,10
"2016030226","15","away",TRUE,"REG","Barry Trotz",5,26,38,8,4,2,47.8,4,8
"2016030226","5","home",FALSE,"REG","Mike Sullivan",2,18,32,10,3,0,52.2,11,4
"2016030227","5","away",TRUE,"REG","Mike Sullivan",2,28,29,9,2,0,39,9,12
"2016030227","15","home",FALSE,"REG","Barry Trotz",0,29,32,9,2,0,61,10,11
"2014030171","52","away",FALSE,"REG","Paul Maurice",2,27,37,8,3,0,37.5,13,7
"2014030171","24","home",TRUE,"REG","Bruce Boudreau",4,33,46,6,3,2,62.5,9,5
"2014030172","52","away",FALSE,"REG","Paul Maurice",1,29,33,10,4,0,47.5,12,4
"2014030172","24","home",TRUE,"REG","Bruce Boudreau",2,39,48,8,4,1,52.5,9,1
"2014030173","24","away",TRUE,"OT","Bruce Boudreau",5,31,44,8,3,0,48.8,13,5
"2014030173","52","home",FALSE,"OT","Paul Maurice",4,35,61,8,3,1,51.2,11,4
"2014030174","24","away",TRUE,"REG","Bruce Boudreau",5,35,35,6,1,0,53.5,6,3
"2014030174","52","home",FALSE,"REG","Paul Maurice",2,27,45,2,3,1,46.5,10,7
"2017030241","28","away",FALSE,"REG","Peter DeBoer",0,33,33,31,5,0,47.8,8,6
"2017030241","54","home",TRUE,"REG","Gerard Gallant",7,34,48,10,10,3,52.2,10,15
"2017030242","28","away",TRUE,"OT","Peter DeBoer",4,47,48,12,7,2,55.1,7,12
"2017030242","54","home",FALSE,"OT","Gerard Gallant",3,29,52,22,2,0,44.9,15,26
"2017030243","54","away",TRUE,"OT","Gerard Gallant",4,33,35,8,6,2,42.3,6,4
"2017030243","28","home",FALSE,"OT","Peter DeBoer",3,42,44,12,4,1,57.7,13,14
"2017030244","54","away",FALSE,"REG","Gerard Gallant",0,34,37,22,5,0,44.3,5,5
"2017030244","28","home",TRUE,"REG","Peter DeBoer",4,34,31,22,5,1,55.7,4,7
"2017030245","28","away",FALSE,"REG","Peter DeBoer",3,30,35,20,4,1,49.3,7,4
"2017030245","54","home",TRUE,"REG","Gerard Gallant",5,39,53,18,4,1,50.7,15,18
"2017030246","54","away",TRUE,"REG","Gerard Gallant",3,33,38,4,1,0,43.8,1,2
"2017030246","28","home",FALSE,"REG","Peter DeBoer",0,28,25,2,2,0,56.2,13,7
"2017030181","28","away",TRUE,"REG","Peter DeBoer",3,34,22,8,6,1,52.6,13,5
"2017030181","24","home",FALSE,"REG","Randy Carlyle",0,25,41,14,3,0,47.4,10,4
"2017030182","28","away",TRUE,"REG","Peter DeBoer",3,35,20,6,3,1,50.8,7,2
"2017030182","24","home",FALSE,"REG","Randy Carlyle",2,30,24,8,2,1,49.2,13,3
"2017030183","24","away",FALSE,"REG","Randy Carlyle",1,46,44,28,3,1,50,6,4
"2017030183","28","home",TRUE,"REG","Peter DeBoer",8,36,24,8,8,4,50,12,10
"2017030184","24","away",FALSE,"REG","Randy Carlyle",1,31,27,6,4,0,52.2,8,6
"2017030184","28","home",TRUE,"REG","Peter DeBoer",2,24,28,8,3,0,47.8,9,12
"2017030311","15","away",TRUE,"REG","Barry Trotz",4,32,15,6,4,2,54,4,6
"2017030311","14","home",FALSE,"REG","Jon Cooper",2,21,27,8,3,1,46,8,8
"2017030312","15","away",TRUE,"REG","Barry Trotz",6,37,38,14,3,1,43.8,6,4
"2017030312","14","home",FALSE,"REG","Jon Cooper",2,35,33,12,4,2,56.2,6,8
"2017030313","14","away",TRUE,"REG","Jon Cooper",4,23,22,8,5,2,56.2,10,10
"2017030313","15","home",FALSE,"REG","Barry Trotz",2,38,33,12,3,0,43.8,9,7
"2017030314","14","away",TRUE,"REG","Jon Cooper",4,20,21,8,2,1,42.4,7,10
"2017030314","15","home",FALSE,"REG","Barry Trotz",2,38,31,4,4,0,57.6,6,6
"2017030315","15","away",FALSE,"REG","Barry Trotz",2,30,35,2,0,0,50.9,5,3
"2017030315","14","home",TRUE,"REG","Jon Cooper",3,22,24,0,1,0,49.1,8,9
"2017030316","14","away",FALSE,"REG","Jon Cooper",0,24,19,7,2,0,45.9,6,7
"2017030316","15","home",TRUE,"REG","Barry Trotz",3,34,39,9,1,1,54.1,10,17
"2017030317","15","away",TRUE,"REG","Barry Trotz",4,23,27,9,2,0,52,8,6
"2017030317","14","home",FALSE,"REG","Jon Cooper",0,29,46,11,1,0,48,5,4
"2017030131","29","away",TRUE,"OT","John Tortorella",4,27,30,21,4,2,55,7,12
"2017030131","15","home",FALSE,"OT","Barry Trotz",3,30,25,8,6,2,45,8,6
"2017030132","29","away",TRUE,"OT","John Tortorella",5,30,26,16,4,2,46.4,9,6
"2017030132","15","home",FALSE,"OT","Barry Trotz",4,58,33,10,7,3,53.6,14,12
"2017030133","15","away",TRUE,"OT","Barry Trotz",3,45,26,8,4,1,46.2,10,2
"2017030133","29","home",FALSE,"OT","John Tortorella",2,35,36,8,4,0,53.8,10,8
"2017030134","15","away",TRUE,"REG","Barry Trotz",4,33,19,6,3,1,64.3,5,4
"2017030134","29","home",FALSE,"REG","John Tortorella",1,24,25,6,3,0,35.7,12,7
"2017030135","29","away",FALSE,"OT","John Tortorella",3,42,33,8,5,0,56.5,10,9
"2017030135","15","home",TRUE,"OT","Barry Trotz",4,29,38,10,4,1,43.5,18,10
"2017030136","15","away",TRUE,"REG","Barry Trotz",6,28,21,10,3,1,45.5,6,7
"2017030136","29","home",FALSE,"REG","John Tortorella",3,38,26,8,4,0,54.5,4,11
"2017030231","52","away",TRUE,"REG","Paul Maurice",4,19,22,6,0,0,34,11,15
"2017030231","18","home",FALSE,"REG","Peter Laviolette",1,48,29,0,3,0,66,13,6
"2017030232","52","away",FALSE,"OT","Paul Maurice",4,50,23,10,4,1,38.7,16,10
"2017030232","18","home",TRUE,"OT","Peter Laviolette",5,41,26,10,4,1,61.3,21,16
"2017030233","18","away",FALSE,"REG","Peter Laviolette",4,30,21,17,4,2,43.1,9,6
"2017030233","52","home",TRUE,"REG","Paul Maurice",7,45,30,15,5,1,56.9,11,4
"2017030234","18","away",TRUE,"REG","Peter Laviolette",2,29,27,6,2,1,42.1,12,10
"2017030234","52","home",FALSE,"REG","Paul Maurice",1,33,23,6,2,1,57.9,19,2
"2017030235","52","away",TRUE,"REG","Paul Maurice",6,32,27,2,3,1,40.7,10,8
"2017030235","18","home",FALSE,"REG","Peter Laviolette",2,40,23,6,1,0,59.3,21,6
"2017030236","18","away",TRUE,"REG","Peter Laviolette",4,29,18,8,1,0,39.4,16,8
"2017030236","52","home",FALSE,"REG","Paul Maurice",0,34,16,2,4,0,60.6,5,1
"2017030237","52","away",TRUE,"REG","Paul Maurice",5,24,17,6,1,1,49.2,10,13
"2017030237","18","home",FALSE,"REG","Peter Laviolette",1,37,17,2,3,1,50.8,24,7
"2017030171","26","away",FALSE,"REG","John Stevens",0,30,68,6,3,0,43.5,5,3
"2017030171","54","home",TRUE,"REG","Gerard Gallant",1,28,59,6,3,0,56.5,7,9
"2017030172","26","away",FALSE,"OT","John Stevens",1,30,80,8,3,1,54.8,13,14
"2017030172","54","home",TRUE,"OT","Gerard Gallant",2,56,56,6,4,1,45.2,8,21
"2017030173","54","away",TRUE,"REG","Gerard Gallant",3,26,40,12,4,0,44.3,7,2
"2017030173","26","home",FALSE,"REG","John Stevens",2,39,45,10,5,0,55.7,14,3
"2017030174","54","away",TRUE,"REG","Gerard Gallant",1,21,37,4,1,0,45.3,9,4
"2017030174","26","home",FALSE,"REG","John Stevens",0,31,41,2,2,0,54.7,10,4
"2017030211","6","away",TRUE,"REG","Bruce Cassidy",6,24,27,6,1,1,49,10,8
"2017030211","14","home",FALSE,"REG","Jon Cooper",2,36,33,2,3,1,51,7,9
"2017030212","6","away",FALSE,"REG","Bruce Cassidy",2,20,24,14,3,0,43.1,13,6
"2017030212","14","home",TRUE,"REG","Jon Cooper",4,31,42,12,4,1,56.9,6,8
"2017030213","14","away",TRUE,"REG","Jon Cooper",4,37,26,19,5,1,54.4,17,11
"2017030213","6","home",FALSE,"REG","Bruce Cassidy",1,29,36,27,1,1,45.6,14,5
"2017030214","14","away",TRUE,"OT","Jon Cooper",4,28,33,8,4,1,37.9,15,8
"2017030214","6","home",FALSE,"OT","Bruce Cassidy",3,32,30,8,4,2,62.1,13,12
"2017030215","6","away",FALSE,"REG","Bruce Cassidy",1,28,29,8,3,1,44.8,8,5
"2017030215","14","home",TRUE,"REG","Jon Cooper",3,22,37,8,3,1,55.2,9,7
"2017030141","4","away",FALSE,"REG","Dave Hakstol",0,24,39,8,4,0,51.9,7,6
"2017030141","5","home",TRUE,"REG","Mike Sullivan",7,33,27,8,4,1,48.1,8,9
"2017030142","4","away",TRUE,"REG","Dave Hakstol",5,20,31,22,3,2,47.8,3,6
"2017030142","5","home",FALSE,"REG","Mike Sullivan",1,35,31,20,4,0,52.2,10,8
"2017030143","5","away",TRUE,"REG","Mike Sullivan",5,26,27,14,7,3,53.3,8,3
"2017030143","4","home",FALSE,"REG","Dave Hakstol",1,27,38,16,6,0,46.7,11,5
"2017030144","5","away",TRUE,"REG","Mike Sullivan",5,30,26,8,4,1,44.9,9,5
"2017030144","4","home",FALSE,"REG","Dave Hakstol",0,26,37,8,4,0,55.1,11,3
"2017030145","4","away",TRUE,"REG","Dave Hakstol",4,25,48,19,1,0,37.7,8,4
"2017030145","5","home",FALSE,"REG","Mike Sullivan",2,32,25,11,5,0,62.3,11,9
"2017030146","5","away",TRUE,"REG","Mike Sullivan",8,28,34,10,1,0,46.2,7,7
"2017030146","4","home",FALSE,"REG","Dave Hakstol",5,26,37,6,3,0,53.8,13,3
"2017030111","1","away",FALSE,"REG","John Hynes",2,31,36,2,2,1,47.9,6,4
"2017030111","14","home",TRUE,"REG","Jon Cooper",5,32,35,4,1,1,52.1,7,10
"2017030112","1","away",FALSE,"REG","John Hynes",3,44,36,10,3,0,34.4,5,4
"2017030112","14","home",TRUE,"REG","Jon Cooper",5,26,35,10,3,2,65.6,8,6
"2017030113","14","away",FALSE,"REG","Jon Cooper",2,36,34,68,5,2,45,4,7
"2017030113","1","home",TRUE,"REG","John Hynes",5,41,33,64,7,1,55,10,10
"2017030114","14","away",TRUE,"REG","Jon Cooper",3,37,19,14,5,0,40.9,5,10
"2017030114","1","home",FALSE,"REG","John Hynes",1,28,25,12,6,1,59.1,11,12
"2017030115","1","away",FALSE,"REG","John Hynes",1,27,22,10,1,0,40,8,5
"2017030115","14","home",TRUE,"REG","Jon Cooper",3,38,28,2,5,0,60,6,6
"2017030321","54","away",FALSE,"REG","Gerard Gallant",2,21,30,12,2,1,43.8,11,1
"2017030321","52","home",TRUE,"REG","Paul Maurice",4,26,33,8,4,2,56.2,14,10
"2017030322","54","away",TRUE,"REG","Gerard Gallant",3,28,7,8,2,0,50.8,13,7
"2017030322","52","home",FALSE,"REG","Paul Maurice",1,31,19,6,3,1,49.2,11,2
"2017030323","52","away",FALSE,"REG","Paul Maurice",2,35,48,22,2,0,48,7,7
"2017030323","54","home",TRUE,"REG","Gerard Gallant",4,30,41,18,3,0,52,15,18
"2017030324","52","away",FALSE,"REG","Paul Maurice",2,37,43,4,4,1,48.4,16,6
"2017030324","54","home",TRUE,"REG","Gerard Gallant",3,29,45,8,2,1,51.6,9,24
"2017030325","54","away",TRUE,"REG","Gerard Gallant",2,32,17,8,2,0,50,17,3
"2017030325","52","home",FALSE,"REG","Paul Maurice",1,32,18,4,4,0,50,11,9
"2017030121","10","away",FALSE,"REG","Mike Babcock",1,27,42,23,3,0,50,11,11
"2017030121","6","home",TRUE,"REG","Bruce Cassidy",5,40,37,6,6,3,50,7,6
"2017030122","10","away",FALSE,"REG","Mike Babcock",3,33,28,10,4,1,60.9,13,10
"2017030122","6","home",TRUE,"REG","Bruce Cassidy",7,28,34,10,4,2,39.1,11,10
"2017030123","6","away",FALSE,"REG","Bruce Cassidy",2,42,26,4,1,0,48.6,5,2
"2017030123","10","home",TRUE,"REG","Mike Babcock",4,30,38,4,1,1,51.4,12,5
"2017030124","6","away",TRUE,"REG","Bruce Cassidy",3,21,40,2,0,0,36.9,16,2
"2017030124","10","home",FALSE,"REG","Mike Babcock",1,32,26,0,1,0,63.1,11,8
"2017030125","10","away",TRUE,"REG","Mike Babcock",4,21,28,16,1,1,47,12,10
"2017030125","6","home",FALSE,"REG","Bruce Cassidy",3,45,28,6,6,1,53,6,8
"2017030126","6","away",FALSE,"REG","Bruce Cassidy",1,33,23,8,2,0,63.2,11,2
"2017030126","10","home",TRUE,"REG","Mike Babcock",3,30,23,6,3,0,36.8,11,7
"2017030127","10","away",FALSE,"REG","Mike Babcock",4,24,31,8,2,1,43.3,9,15
"2017030127","6","home",TRUE,"REG","Bruce Cassidy",7,36,33,8,2,1,56.7,11,8
"2017030151","21","away",FALSE,"REG","Jared Bednar",2,27,24,16,3,0,53.2,7,3
"2017030151","18","home",TRUE,"REG","Peter Laviolette",5,31,36,6,2,1,46.8,9,18
"2017030152","21","away",FALSE,"REG","Jared Bednar",4,30,25,14,5,1,39.4,8,4
"2017030152","18","home",TRUE,"REG","Peter Laviolette",5,33,24,14,5,1,60.6,11,9
